"","pg_tt","pgroup","trialtype","node3","n","prop","tv","full","noAct","noInf","noSelect","noActnoInf","noActnoSelect","noInfnoSelect","noActnoInfnoSelect","Actual"
"145","2_d2","2","d2","A=0",15,0.208333333333333,NA,0.347458008767318,0.347458008767318,0.265122890621032,1,0.265122890621032,1,1,1,TRUE
"146","2_d2","2","d2","A=1",0,0,NA,0,0,0,NA,0,NA,NA,NA,NA
"147","2_d2","2","d2","Au=0",1,0.0138888888888889,0,0.0830301744126953,0.0830301744126953,0.0651441491921293,0.9,0.0651441491921293,0.9,0.9,0.9,TRUE
"148","2_d2","2","d2","Au=1",3,0.0416666666666667,0,0,0.00581930393854928,0,0,0.00255841718980886,0.1,0,0.1,FALSE
"149","2_d2","2","d2","B=0",2,0.0277777777777778,NA,0,0,0,NA,0,NA,NA,NA,NA
"150","2_d2","2","d2","B=1",7,0.0972222222222222,NA,0,0.106807122455591,0,0,0.306089938728216,0,0,0,FALSE
"151","2_d2","2","d2","Bu=0",38,0.527777777777778,0.8,0.10912176878093,0.10912176878093,0.021824353756186,1,0.021824353756186,1,0.2,0.2,TRUE
"152","2_d2","2","d2","Bu=1",6,0.0833333333333333,0.8,0,0,0,0,0.0457420106804068,0,0,0.8,FALSE
"153","2_d3","2","d3","A=0",4,0.0597014925373134,NA,0,0.244868914195326,0,0,0.265318350060456,0,0,0,FALSE
"154","2_d3","2","d3","A=1",2,0.0298507462686567,NA,0,0,0,NA,0,NA,NA,NA,NA
"155","2_d3","2","d3","Au=0",2,0.0298507462686567,0,0,0.061041282899754,0,0,0.0653671270117152,0.9,0,0.9,FALSE
"156","2_d3","2","d3","Au=1",3,0.0447761194029851,0,0,0.00172447492164957,0,0,0.00255421876189142,0.1,0,0.1,FALSE
"157","2_d3","2","d3","B=0",0,0,NA,0,0,0,NA,0,NA,NA,NA,NA
"158","2_d3","2","d3","B=1",11,0.164179104477612,NA,0.355482393505536,0.355482393505536,0.305850518466853,1,0.305850518466853,1,1,1,TRUE
"159","2_d3","2","d3","Bu=0",2,0.0298507462686567,0.2,0,0,0,0,0.0218437579773417,0,0,0.2,FALSE
"160","2_d3","2","d3","Bu=1",43,0.641791044776119,0.2,0.0568913408993502,0.0568913408993502,0.0455130727194801,1,0.0455130727194801,1,0.8,0.8,TRUE
"161","2_d4","2","d4","A=0",2,0.0246913580246914,NA,0,0,0,NA,0,NA,NA,NA,NA
"162","2_d4","2","d4","A=1",8,0.0987654320987654,NA,0,0.0142086730866295,0,0,0.0132093818619254,0,0,0,FALSE
"163","2_d4","2","d4","Au=0",34,0.419753086419753,0.1,0.192844319473953,0.192844319473953,0.173559887526558,1,0.173559887526558,1,0.9,0.9,TRUE
"164","2_d4","2","d4","Au=1",5,0.0617283950617284,0.1,0,0,0,0,0.00569257561612395,0,0,0.1,FALSE
"165","2_d4","2","d4","B=0",21,0.259259259259259,NA,0.389242087451691,0.389242087451691,0.38529832189566,1,0.38529832189566,1,1,1,TRUE
"166","2_d4","2","d4","B=1",0,0,NA,0,0,0,NA,0,NA,NA,NA,NA
"167","2_d4","2","d4","Bu=0",2,0.0246913580246914,0,0.0262450246200386,0.0262450246200386,0.0321023133724693,0.2,0.0321023133724693,0.2,0.2,0.2,TRUE
"168","2_d4","2","d4","Bu=1",9,0.111111111111111,0,0,0.0375860449578179,0,0,0.0536424505506135,0.8,0,0.8,FALSE
"169","2_d5","2","d5","A=0",0,0,NA,0,0,0,NA,0,NA,NA,NA,NA
"170","2_d5","2","d5","A=1",14,0.191780821917808,NA,0.0042405826905258,0.0042405826905258,0.0134272713018456,1,0.0134272713018456,1,1,1,TRUE
"171","2_d5","2","d5","Au=0",2,0.0273972602739726,0.9,0,0,0,0,0.174627518966148,0,0,0.9,FALSE
"172","2_d5","2","d5","Au=1",36,0.493150684931507,0.9,0.0569941721811441,0.0569941721811441,0.00569941721811441,1,0.00569941721811441,1,0.1,0.1,TRUE
"173","2_d5","2","d5","B=0",10,0.136986301369863,NA,0,0.349877686918315,0,0,0.385252668685709,0,0,0,FALSE
"174","2_d5","2","d5","B=1",3,0.0410958904109589,NA,0,0,0,NA,0,NA,NA,NA,NA
"175","2_d5","2","d5","Bu=0",4,0.0547945205479452,0,0,0.084735551988103,0,0,0.0319784540399412,0.2,0,0.2,FALSE
"176","2_d5","2","d5","Bu=1",4,0.0547945205479452,0,0,0.197996438355888,0,0,0.0535109131214544,0.8,0,0.8,FALSE
"177","2_d6","2","d6","A=0",2,0.0294117647058824,NA,0,0,0,NA,0,NA,NA,NA,NA
"178","2_d6","2","d6","A=1",6,0.0882352941176471,NA,0,0.261250124176795,0,0,0.231351013776178,0,0,0,FALSE
"179","2_d6","2","d6","Au=0",19,0.279411764705882,0.1,0.377313484215438,0.377313484215438,0.31712684609277,1,0.31712684609277,1,0.9,0.9,TRUE
"180","2_d6","2","d6","Au=1",1,0.0147058823529412,0.1,0,0,0,0,0.0179447484235051,0,0,0.1,FALSE
"181","2_d6","2","d6","B=0",4,0.0588235294117647,NA,0,0,0,NA,0,NA,NA,NA,NA
"182","2_d6","2","d6","B=1",6,0.0882352941176471,NA,0,0.0337754529974677,0,0,0.123984350713624,0,0,0,FALSE
"183","2_d6","2","d6","Bu=0",26,0.382352941176471,0.8,0.0248170712505581,0.0248170712505581,0.0074675163332817,1,0.0074675163332817,1,0.2,0.2,TRUE
"184","2_d6","2","d6","Bu=1",4,0.0588235294117647,0.8,0,0,0,0,0.0219198122270418,0,0,0.8,FALSE
"185","2_d7","2","d7","A=0",1,0.0138888888888889,NA,0,0,0,NA,0,NA,NA,NA,NA
"186","2_d7","2","d7","A=1",7,0.0972222222222222,NA,0.224359995485361,0.224359995485361,0.231027190746626,1,0.231027190746626,1,1,1,TRUE
"187","2_d7","2","d7","Au=0",3,0.0416666666666667,0.022,0,0.303671616318888,0,0,0.3169037697936,0.878048780487805,0,0.9,FALSE
"188","2_d7","2","d7","Au=1",10,0.138888888888889,0.022,0.0218901806937835,0.0218901806937835,0.0179499481689024,0.121951219512195,0.0179499481689024,0.121951219512195,0.1,0.1,TRUE
"189","2_d7","2","d7","B=0",1,0.0138888888888889,NA,0,0,0,NA,0,NA,NA,NA,NA
"190","2_d7","2","d7","B=1",14,0.194444444444444,NA,0.143550392207107,0.143550392207107,0.123721182542291,1,0.123721182542291,1,1,1,TRUE
"191","2_d7","2","d7","Bu=0",1,0.0138888888888889,0.176,0,0.00363594181249992,0,0,0.00755257724899682,0.024390243902439,0,0.2,FALSE
"192","2_d7","2","d7","Bu=1",35,0.486111111111111,0.176,0.0267494546864557,0.0267494546864557,0.0219345528428937,0.975609756097561,0.0219345528428937,0.975609756097561,0.8,0.8,TRUE
"193","3_c1","3","c1","A=0",23,0.306666666666667,NA,0.120747323365086,0.120747323365086,0.120747323365086,1,0.120747323365086,1,1,1,TRUE
"194","3_c1","3","c1","A=1",0,0,NA,0,0,0,NA,0,NA,NA,NA,NA
"195","3_c1","3","c1","Au=0",3,0.04,0,0.00741372924765427,0.00741372924765427,0.00741372924765427,0.3,0.00741372924765427,0.3,0.3,0.3,TRUE
"196","3_c1","3","c1","Au=1",5,0.0666666666666667,0,0,0.0338410045308313,0,0,0.0338410045308313,0.7,0,0.7,FALSE
"197","3_c1","3","c1","B=0",24,0.32,NA,0.0116050385007517,0.0116050385007517,0.0116050385007517,1,0.0116050385007517,1,1,1,TRUE
"198","3_c1","3","c1","B=1",7,0.0933333333333333,NA,0,0,0,NA,0,NA,NA,NA,NA
"199","3_c1","3","c1","Bu=0",7,0.0933333333333333,0,0.0144900402769922,0.0144900402769922,0.0144900402769922,0.5,0.0144900402769922,0.5,0.5,0.5,TRUE
"200","3_c1","3","c1","Bu=1",6,0.08,0,0,0.00633389174217337,0,0,0.00633389174217337,0.5,0,0.5,FALSE
"201","3_c2","3","c2","A=0",34,0.557377049180328,NA,0.256579123923083,0.256579123923083,0.256579123923083,1,0.256579123923083,1,1,1,TRUE
"202","3_c2","3","c2","A=1",2,0.0327868852459016,NA,0,0,0,NA,0,NA,NA,NA,NA
"203","3_c2","3","c2","Au=0",4,0.0655737704918033,0,0.00251748103539372,0.00251748103539372,0.00251748103539372,0.3,0.00251748103539372,0.3,0.3,0.3,TRUE
"204","3_c2","3","c2","Au=1",3,0.0491803278688525,0,0,0.0115826823369758,0,0,0.0115826823369758,0.7,0,0.7,FALSE
"205","3_c2","3","c2","B=0",0,0,NA,0,0,0,NA,0,NA,NA,NA,NA
"206","3_c2","3","c2","B=1",9,0.147540983606557,NA,0,0.0235069775142656,0,0,0.0235069775142656,0,0,0,FALSE
"207","3_c2","3","c2","Bu=0",6,0.0983606557377049,0,0.0318738021088013,0.0318738021088013,0.0318738021088013,0.5,0.0318738021088013,0.5,0.5,0.5,TRUE
"208","3_c2","3","c2","Bu=1",3,0.0491803278688525,0,0,0.0133149813126077,0,0,0.0133149813126077,0.5,0,0.5,FALSE
"209","3_c3","3","c3","A=0",6,0.0789473684210526,NA,0,0,0,NA,0,NA,NA,NA,NA
"210","3_c3","3","c3","A=1",10,0.131578947368421,NA,0,0.0673418047041709,0,0,0.0673418047041709,0,0,0,FALSE
"211","3_c3","3","c3","Au=0",10,0.131578947368421,0,0.0368285634122738,0.0368285634122738,0.0368285634122738,0.3,0.0368285634122738,0.3,0.3,0.3,TRUE
"212","3_c3","3","c3","Au=1",8,0.105263157894737,0,0,0.176975944829011,0,0,0.176975944829011,0.7,0,0.7,FALSE
"213","3_c3","3","c3","B=0",31,0.407894736842105,NA,0.056934946746165,0.056934946746165,0.056934946746165,1,0.056934946746165,1,1,1,TRUE
"214","3_c3","3","c3","B=1",2,0.0263157894736842,NA,0,0,0,NA,0,NA,NA,NA,NA
"215","3_c3","3","c3","Bu=0",5,0.0657894736842105,0,0.0754152156806277,0.0754152156806277,0.0754152156806277,0.5,0.0754152156806277,0.5,0.5,0.5,TRUE
"216","3_c3","3","c3","Bu=1",4,0.0526315789473684,0,0,0.0329851490674352,0,0,0.0329851490674352,0.5,0,0.5,FALSE
"217","3_c4","3","c4","A=0",5,0.0649350649350649,NA,0,0,0,NA,0,NA,NA,NA,NA
"218","3_c4","3","c4","A=1",6,0.0779220779220779,NA,0,0.0915932282325246,0,0,0.172734734401148,0,0,0,FALSE
"219","3_c4","3","c4","Au=0",12,0.155844155844156,0.162,0.0200962574627729,0.0200962574627729,0.0130625673508024,0.461538461538462,0.0130625673508024,0.461538461538462,0.3,0.3,TRUE
"220","3_c4","3","c4","Au=1",4,0.051948051948052,0.162,0,0.0272222150341182,0,0,0.0764612369101589,0.538461538461539,0,0.7,FALSE
"221","3_c4","3","c4","B=0",0,0,NA,0,0,0,NA,0,NA,NA,NA,NA
"222","3_c4","3","c4","B=1",10,0.12987012987013,NA,0,0.135713948250277,0,0,0.135338202923583,0,0,0,FALSE
"223","3_c4","3","c4","Bu=0",36,0.467532467532468,0.269,0.249345513267005,0.249345513267005,0.162074583623553,0.76923076923077,0.162074583623553,0.76923076923077,0.5,0.5,TRUE
"224","3_c4","3","c4","Bu=1",4,0.051948051948052,0.269,0,0.0192487042334125,0,0,0.0906942818535574,0.230769230769231,0,0.5,FALSE
"225","3_c5","3","c5","A=0",0,0,NA,0,0,0,NA,0,NA,NA,NA,NA
"226","3_c5","3","c5","A=1",11,0.148648648648649,NA,0.322944303470751,0.322944303470751,0.17241065744563,1,0.17241065744563,1,1,1,TRUE
"227","3_c5","3","c5","Au=0",1,0.0135135135135135,0.3,0,0,0,0,0.0130051802777407,0,0,0.3,FALSE
"228","3_c5","3","c5","Au=1",22,0.297297297297297,0.3,0.166992497142831,0.166992497142831,0.0761670020944906,1,0.0761670020944906,1,0.7,0.7,TRUE
"229","3_c5","3","c5","B=0",1,0.0135135135135135,NA,0,0,0,NA,0,NA,NA,NA,NA
"230","3_c5","3","c5","B=1",12,0.162162162162162,NA,0.133517418754137,0.133517418754137,0.134603756966495,1,0.134603756966495,1,1,1,TRUE
"231","3_c5","3","c5","Bu=0",2,0.027027027027027,0.5,0,0,0,0,0.161956242742559,0,0,0.5,FALSE
"232","3_c5","3","c5","Bu=1",25,0.337837837837838,0.5,0.223419635458285,0.223419635458285,0.090621993593624,1,0.090621993593624,1,0.5,0.5,TRUE
"233","3_d1","3","d1","A=0",17,0.232876712328767,NA,0.0365296378215454,0.0365296378215454,0.0365296378215454,1,0.0365296378215454,1,1,1,TRUE
"234","3_d1","3","d1","A=1",1,0.0136986301369863,NA,0,0,0,NA,0,NA,NA,NA,NA
"235","3_d1","3","d1","Au=0",4,0.0547945205479452,0,0.00615523354138124,0.00615523354138124,0.00615523354138124,0.3,0.00615523354138124,0.3,0.3,0.3,TRUE
"236","3_d1","3","d1","Au=1",4,0.0547945205479452,0,0,0.00630627326419565,0,0,0.00630627326419565,0.7,0,0.7,FALSE
"237","3_d1","3","d1","B=0",24,0.328767123287671,NA,0.195786175300659,0.195786175300659,0.195786175300659,1,0.195786175300659,1,1,1,TRUE
"238","3_d1","3","d1","B=1",9,0.123287671232877,NA,0,0,0,NA,0,NA,NA,NA,NA
"239","3_d1","3","d1","Bu=0",12,0.164383561643836,0,0.196803000659027,0.196803000659027,0.196803000659027,0.5,0.196803000659027,0.5,0.5,0.5,TRUE
"240","3_d1","3","d1","Bu=1",2,0.0273972602739726,0,0,0.161634506302989,0,0,0.161634506302989,0.5,0,0.5,FALSE
"241","3_d2","3","d2","A=0",13,0.183098591549296,NA,0.218859977783833,0.218859977783833,0.145558237101938,1,0.145558237101938,1,1,1,TRUE
"242","3_d2","3","d2","A=1",1,0.0140845070422535,NA,0,0,0,NA,0,NA,NA,NA,NA
"243","3_d2","3","d2","Au=0",6,0.0845070422535211,0,0.00511329619647249,0.00511329619647249,0.00379981094458239,0.3,0.00379981094458239,0.3,0.3,0.3,TRUE
"244","3_d2","3","d2","Au=1",8,0.112676056338028,0,0,0.006984093342943,0,0,0.00426343718486559,0.7,0,0.7,FALSE
"245","3_d2","3","d2","B=0",2,0.028169014084507,NA,0,0,0,NA,0,NA,NA,NA,NA
"246","3_d2","3","d2","B=1",7,0.0985915492957746,NA,0,0.0712625666137068,0,0,0.185683919565602,0,0,0,FALSE
"247","3_d2","3","d2","Bu=0",30,0.422535211267606,0.5,0.360644447458265,0.360644447458265,0.180322223729132,1,0.180322223729132,1,0.5,0.5,TRUE
"248","3_d2","3","d2","Bu=1",4,0.0563380281690141,0.5,0,0,0,0,0.158771818841338,0,0,0.5,FALSE
"249","3_d3","3","d3","A=0",10,0.119047619047619,NA,0,0.0716087454090602,0,0,0.145897283059299,0,0,0,FALSE
"250","3_d3","3","d3","A=1",0,0,NA,0,0,0,NA,0,NA,NA,NA,NA
"251","3_d3","3","d3","Au=0",2,0.0238095238095238,0,0,0.00247871927577887,0,0,0.00382999420662872,0.3,0,0.3,FALSE
"252","3_d3","3","d3","Au=1",1,0.0119047619047619,0,0,0.00151370706659446,0,0,0.0042794487367541,0.7,0,0.7,FALSE
"253","3_d3","3","d3","B=0",0,0,NA,0,0,0,NA,0,NA,NA,NA,NA
"254","3_d3","3","d3","B=1",26,0.30952380952381,NA,0.30027428795204,0.30027428795204,0.185731722959024,1,0.185731722959024,1,1,1,TRUE
"255","3_d3","3","d3","Bu=0",1,0.0119047619047619,0.5,0,0,0,0,0.179586580676865,0,0,0.5,FALSE
"256","3_d3","3","d3","Bu=1",44,0.523809523809524,0.5,0.318350090711029,0.318350090711029,0.159175045355515,1,0.159175045355515,1,0.5,0.5,TRUE
"257","3_d4","3","d4","A=0",3,0.0434782608695652,NA,0,0,0,NA,0,NA,NA,NA,NA
"258","3_d4","3","d4","A=1",6,0.0869565217391304,NA,0,0.0978893449735818,0,0,0.0695296685493414,0,0,0,FALSE
"259","3_d4","3","d4","Au=0",36,0.521739130434783,0.7,0.311124866385045,0.311124866385045,0.0933374599155135,1,0.0933374599155135,1,0.3,0.3,TRUE
"260","3_d4","3","d4","Au=1",1,0.0144927536231884,0.7,0,0,0,0,0.128036592701742,0,0,0.7,FALSE
"261","3_d4","3","d4","B=0",12,0.173913043478261,NA,0.199140809422061,0.199140809422061,0.151150640376184,1,0.151150640376184,1,1,1,TRUE
"262","3_d4","3","d4","B=1",5,0.072463768115942,NA,0,0,0,NA,0,NA,NA,NA,NA
"263","3_d4","3","d4","Bu=0",2,0.0289855072463768,0,0.046753370132176,0.046753370132176,0.125872590490381,0.5,0.125872590490381,0.5,0.5,0.5,TRUE
"264","3_d4","3","d4","Bu=1",4,0.0579710144927536,0,0,0.0389055921538812,0,0,0.143934521179426,0.5,0,0.5,FALSE
"265","3_d5","3","d5","A=0",0,0,NA,0,0,0,NA,0,NA,NA,NA,NA
"266","3_d5","3","d5","A=1",17,0.223684210526316,NA,0.0572539421042967,0.0572539421042967,0.0693859936517957,1,0.0693859936517957,1,1,1,TRUE
"267","3_d5","3","d5","Au=0",1,0.0131578947368421,0.3,0,0,0,0,0.0933326349952696,0,0,0.3,FALSE
"268","3_d5","3","d5","Au=1",39,0.513157894736842,0.3,0.183167213022654,0.183167213022654,0.128217049115858,1,0.128217049115858,1,0.7,0.7,TRUE
"269","3_d5","3","d5","B=0",6,0.0789473684210526,NA,0,0.130229535936068,0,0,0.150887610168707,0,0,0,FALSE
"270","3_d5","3","d5","B=1",5,0.0657894736842105,NA,0,0,0,NA,0,NA,NA,NA,NA
"271","3_d5","3","d5","Bu=0",5,0.0657894736842105,0,0,0.159982111397084,0,0,0.126046030646359,0.5,0,0.5,FALSE
"272","3_d5","3","d5","Bu=1",3,0.0394736842105263,0,0,0.189123629147143,0,0,0.143949622659966,0.5,0,0.5,FALSE
"273","3_d6","3","d6","A=0",4,0.0481927710843374,NA,0,0,0,NA,0,NA,NA,NA,NA
"274","3_d6","3","d6","A=1",8,0.0963855421686747,NA,0,0.416383204569483,0,0,0.307624766743321,0,0,0,FALSE
"275","3_d6","3","d6","Au=0",17,0.204819277108434,0.7,0.21489558578535,0.21489558578535,0.0603574727226642,1,0.0603574727226642,1,0.3,0.3,TRUE
"276","3_d6","3","d6","Au=1",1,0.0120481927710843,0.7,0,0,0,0,0.0988067753060693,0,0,0.7,FALSE
"277","3_d6","3","d6","B=0",2,0.0240963855421687,NA,0,0,0,NA,0,NA,NA,NA,NA
"278","3_d6","3","d6","B=1",7,0.0843373493975904,NA,0,0.0229547319498578,0,0,0.0761052675083803,0,0,0,FALSE
"279","3_d6","3","d6","Bu=0",40,0.481927710843373,0.5,0.0306386894464052,0.0306386894464052,0.0480850191096745,1,0.0480850191096745,1,0.5,0.5,TRUE
"280","3_d6","3","d6","Bu=1",4,0.0481927710843374,0.5,0,0,0,0,0.0836550507873528,0,0,0.5,FALSE
"281","3_d7","3","d7","A=0",1,0.0133333333333333,NA,0,0,0,NA,0,NA,NA,NA,NA
"282","3_d7","3","d7","A=1",22,0.293333333333333,NA,0.288878350646906,0.288878350646906,0.308161318475033,1,0.308161318475033,1,1,1,TRUE
"283","3_d7","3","d7","Au=0",0,0,0.124,0,0.0332934641160037,0,0,0.0604397914063627,0.176470588235294,0,0.3,FALSE
"284","3_d7","3","d7","Au=1",20,0.266666666666667,0.124,0.116269408521952,0.116269408521952,0.0988289972436589,0.823529411764706,0.0988289972436589,0.823529411764706,0.7,0.7,TRUE
"285","3_d7","3","d7","B=0",0,0,NA,0,0,0,NA,0,NA,NA,NA,NA
"286","3_d7","3","d7","B=1",9,0.12,NA,0.0854814105991298,0.0854814105991298,0.0760922217760333,1,0.0760922217760333,1,1,1,TRUE
"287","3_d7","3","d7","Bu=0",4,0.0533333333333333,0.088,0,0.0510931536152174,0,0,0.048085174021086,0.411764705882353,0,0.5,FALSE
"288","3_d7","3","d7","Bu=1",19,0.253333333333333,0.088,0.0983915095149909,0.0983915095149909,0.0836327830877422,0.588235294117647,0.0836327830877422,0.588235294117647,0.5,0.5,TRUE
