"","X","trial_id","pgroup","trialtype","node3","n","prop","tv","full","noAct","noInf","noSelect","noActnoInf","noActnoSelect","noInfnoSelect","noActnoInfnoSelect","Actual","A","B","E","include"
"1",1,"1_c1",1,"c1","A=0",27,0.262135922330097,NA,0.179139370193783,0.179139370193783,0.179139370193783,1,0.179139370193783,1,1,1,TRUE,0,0,0,TRUE
"2",2,"1_c1",1,"c1","A=1",0,0,NA,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,NA,0,0,0,FALSE
"3",3,"1_c1",1,"c1","Au=0",4,0.0388349514563107,0,0.0247998691961372,0.0247998691961372,0.0247998691961372,0.5,0.0247998691961372,0.5,0.5,0.5,TRUE,0,0,0,TRUE
"4",4,"1_c1",1,"c1","Au=1",0,0,0,0,-0.050257563544354,0,0,-0.050257563544354,0.5,0,0.5,FALSE,0,0,0,TRUE
"5",5,"1_c1",1,"c1","B=0",64,0.621359223300971,NA,0.0238438885113855,0.0238438885113855,0.0238438885113855,1,0.0238438885113855,1,1,1,TRUE,0,0,0,TRUE
"6",6,"1_c1",1,"c1","B=1",3,0.029126213592233,NA,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,NA,0,0,0,FALSE
"7",7,"1_c1",1,"c1","Bu=0",4,0.0388349514563107,0,0.0217122610548837,0.0217122610548837,0.0217122610548837,0.5,0.0217122610548837,0.5,0.5,0.5,TRUE,0,0,0,TRUE
"8",8,"1_c1",1,"c1","Bu=1",1,0.00970873786407767,0,0,-0.00940744801400903,0,0,-0.00940744801400903,0.5,0,0.5,FALSE,0,0,0,TRUE
"9",9,"1_c2",1,"c2","A=0",48,0.558139534883721,NA,0.436951540828883,0.436951540828883,0.436951540828883,1,0.436951540828883,1,1,1,TRUE,0,1,0,TRUE
"10",10,"1_c2",1,"c2","A=1",2,0.0232558139534884,NA,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,NA,0,1,0,FALSE
"11",11,"1_c2",1,"c2","Au=0",1,0.0116279069767442,0,0.0108513269241951,0.0108513269241951,0.0108513269241951,0.5,0.0108513269241951,0.5,0.5,0.5,TRUE,0,1,0,TRUE
"12",12,"1_c2",1,"c2","Au=1",0,0,0,0,-0.0213718937928797,0,0,-0.0213718937928797,0.5,0,0.5,FALSE,0,1,0,TRUE
"13",13,"1_c2",1,"c2","B=0",2,0.0232558139534884,NA,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,NA,0,1,0,FALSE
"14",14,"1_c2",1,"c2","B=1",3,0.0348837209302326,NA,0,-0.0588716925224696,0,0,-0.0588716925224696,0,0,0,FALSE,0,1,0,TRUE
"15",15,"1_c2",1,"c2","Bu=0",26,0.302325581395349,0,0.0537007874468272,0.0537007874468272,0.0537007874468272,0.5,0.0537007874468272,0.5,0.5,0.5,TRUE,0,1,0,TRUE
"16",16,"1_c2",1,"c2","Bu=1",4,0.0465116279069767,0,0,-0.0227363118402856,0,0,-0.0227363118402856,0.5,0,0.5,FALSE,0,1,0,TRUE
"17",17,"1_c3",1,"c3","A=0",2,0.0196078431372549,NA,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,NA,1,0,0,FALSE
"18",18,"1_c3",1,"c3","A=1",6,0.0588235294117647,NA,0,-0.0988197807695186,0,0,-0.0988197807695186,0,0,0,FALSE,1,0,0,TRUE
"19",19,"1_c3",1,"c3","Au=0",33,0.323529411764706,0,0.12791876029861,0.12791876029861,0.12791876029861,0.5,0.12791876029861,0.5,0.5,0.5,TRUE,1,0,0,TRUE
"20",20,"1_c3",1,"c3","Au=1",1,0.00980392156862745,0,0,-0.259150150323054,0,0,-0.259150150323054,0.5,0,0.5,FALSE,1,0,0,TRUE
"21",21,"1_c3",1,"c3","B=0",52,0.509803921568627,NA,0.123199997748583,0.123199997748583,0.123199997748583,1,0.123199997748583,1,1,1,TRUE,1,0,0,TRUE
"22",22,"1_c3",1,"c3","B=1",1,0.00980392156862745,NA,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,NA,1,0,0,FALSE
"23",23,"1_c3",1,"c3","Bu=0",7,0.0686274509803922,0,0.112463536634954,0.112463536634954,0.112463536634954,0.5,0.112463536634954,0.5,0.5,0.5,TRUE,1,0,0,TRUE
"24",24,"1_c3",1,"c3","Bu=1",0,0,0,0,-0.0484243001951778,0,0,-0.0484243001951778,0.5,0,0.5,FALSE,1,0,0,TRUE
"25",25,"1_c4",1,"c4","A=0",2,0.0217391304347826,NA,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,NA,1,1,0,FALSE
"26",26,"1_c4",1,"c4","A=1",3,0.0326086956521739,NA,0,-0.17065349802842,0,0,-0.278980065757234,0,0,0,FALSE,1,1,0,TRUE
"27",27,"1_c4",1,"c4","Au=0",40,0.434782608695652,0.167,0.0746438539649007,0.0746438539649007,0.0559828904736756,0.666666666666666,0.0559828904736756,0.666666666666666,0.5,0.5,TRUE,1,1,0,TRUE
"28",28,"1_c4",1,"c4","Au=1",1,0.0108695652173913,0.167,0,-0.0435043060725636,0,0,-0.136793346286142,0.333333333333333,0,0.5,FALSE,1,1,0,TRUE
"29",29,"1_c4",1,"c4","B=0",0,0,NA,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,NA,1,1,0,FALSE
"30",30,"1_c4",1,"c4","B=1",8,0.0869565217391304,NA,0,-0.341324955881071,0,0,-0.31878730852111,0,0,0,FALSE,1,1,0,TRUE
"31",31,"1_c4",1,"c4","Bu=0",38,0.41304347826087,0.167,0.365470962998613,0.365470962998613,0.27410322224896,0.666666666666666,0.27410322224896,0.666666666666666,0.5,0.5,TRUE,1,1,0,TRUE
"32",32,"1_c4",1,"c4","Bu=1",0,0,0.167,0,-0.0533693065315403,0,0,-0.144088089347943,0.333333333333333,0,0.5,FALSE,1,1,0,TRUE
"33",33,"1_c5",1,"c5","A=0",0,0,NA,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,NA,1,1,1,FALSE
"34",34,"1_c5",1,"c5","A=1",16,0.170212765957447,NA,0.60223901852367,0.60223901852367,0.278659188233916,1,0.278659188233916,1,1,1,TRUE,1,1,1,TRUE
"35",35,"1_c5",1,"c5","Au=0",1,0.0106382978723404,0.5,0,0,0,0,-0.0558012747395625,0,0,0.5,FALSE,1,1,1,TRUE
"36",36,"1_c5",1,"c5","Au=1",42,0.446808510638298,0.5,0.416018186661129,0.416018186661129,0.136474618451824,1,0.136474618451824,1,0.5,0.5,TRUE,1,1,1,TRUE
"37",37,"1_c5",1,"c5","B=0",0,0,NA,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,NA,1,1,1,FALSE
"38",38,"1_c5",1,"c5","B=1",11,0.117021276595745,NA,0.250978076189876,0.250978076189876,0.318948282436458,1,0.318948282436458,1,1,1,TRUE,1,1,1,TRUE
"39",39,"1_c5",1,"c5","Bu=0",0,0,0.5,0,0,0,0,-0.27419617782713,0,0,0.5,FALSE,1,1,1,TRUE
"40",40,"1_c5",1,"c5","Bu=1",24,0.25531914893617,0.5,0.41581278085761,0.41581278085761,0.143952447239684,1,0.143952447239684,1,0.5,0.5,TRUE,1,1,1,TRUE
"41",41,"1_d1",1,"d1","A=0",18,0.176470588235294,NA,0.0631015571486024,0.0631015571486024,0.0631015571486024,1,0.0631015571486024,1,1,1,TRUE,0,0,0,TRUE
"42",42,"1_d1",1,"d1","A=1",1,0.00980392156862745,NA,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,NA,0,0,0,FALSE
"43",43,"1_d1",1,"d1","Au=0",3,0.0294117647058824,0,0.0184604290171638,0.0184604290171638,0.0184604290171638,0.5,0.0184604290171638,0.5,0.5,0.5,TRUE,0,0,0,TRUE
"44",44,"1_d1",1,"d1","Au=1",0,0,0,0,-0.0083207646498153,0,0,-0.0083207646498153,0.5,0,0.5,FALSE,0,0,0,TRUE
"45",45,"1_d1",1,"d1","B=0",69,0.676470588235294,NA,0.454466049918243,0.454466049918243,0.454466049918243,1,0.454466049918243,1,1,1,TRUE,0,0,0,TRUE
"46",46,"1_d1",1,"d1","B=1",0,0,NA,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,NA,0,0,0,FALSE
"47",47,"1_d1",1,"d1","Bu=0",10,0.0980392156862745,0,0.345675585962399,0.345675585962399,0.345675585962399,0.5,0.345675585962399,0.5,0.5,0.5,TRUE,0,0,0,TRUE
"48",48,"1_d1",1,"d1","Bu=1",1,0.00980392156862745,0,0,-0.261299490522204,0,0,-0.261299490522204,0.5,0,0.5,FALSE,0,0,0,TRUE
"49",49,"1_d2",1,"d2","A=0",24,0.247422680412371,NA,0.459683785688754,0.459683785688754,0.317396928571396,1,0.317396928571396,1,1,1,TRUE,0,1,0,TRUE
"50",50,"1_d2",1,"d2","A=1",0,0,NA,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,NA,0,1,0,FALSE
"51",51,"1_d2",1,"d2","Au=0",4,0.0412371134020619,0,0.0219347721813992,0.0219347721813992,0.0163061313127241,0.5,0.0163061313127241,0.5,0.5,0.5,TRUE,0,1,0,TRUE
"52",52,"1_d2",1,"d2","Au=1",0,0,0,0,-0.0131895531174034,0,0,-0.0080315886468725,0.5,0,0.5,FALSE,0,1,0,TRUE
"53",53,"1_d2",1,"d2","B=0",1,0.0103092783505155,NA,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,NA,0,1,0,FALSE
"54",54,"1_d2",1,"d2","B=1",8,0.0824742268041237,NA,0,-0.178814944868202,0,0,-0.425516560494931,0,0,0,FALSE,0,1,0,TRUE
"55",55,"1_d2",1,"d2","Bu=0",56,0.577319587628866,0.5,0.618603736827108,0.618603736827108,0.309301868413554,1,0.309301868413554,1,0.5,0.5,TRUE,0,1,0,TRUE
"56",56,"1_d2",1,"d2","Bu=1",4,0.0412371134020619,0.5,0,0,0,0,-0.256088655929744,0,0,0.5,FALSE,0,1,0,TRUE
"57",57,"1_d3",1,"d3","A=0",4,0.043010752688172,NA,0,-0.175313206428182,0,0,-0.318225462544545,0,0,0,FALSE,0,1,1,TRUE
"58",58,"1_d3",1,"d3","A=1",0,0,NA,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,NA,0,1,1,FALSE
"59",59,"1_d3",1,"d3","Au=0",1,0.010752688172043,0,0,-0.0109008412113564,0,0,-0.0163638958875374,0.5,0,0.5,FALSE,0,1,1,TRUE
"60",60,"1_d3",1,"d3","Au=1",2,0.021505376344086,0,0,0.00233688487209518,0,0,0.00737488191012144,0.5,0,0.5,FALSE,0,1,1,TRUE
"61",61,"1_d3",1,"d3","B=0",0,0,NA,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,NA,0,1,1,FALSE
"62",62,"1_d3",1,"d3","B=1",15,0.161290322580645,NA,0.671727107191491,0.671727107191491,0.424639178425178,1,0.424639178425178,1,1,1,TRUE,0,1,1,TRUE
"63",63,"1_d3",1,"d3","Bu=0",1,0.010752688172043,0.5,0,0,0,0,-0.308735177463844,0,0,0.5,FALSE,0,1,1,TRUE
"64",64,"1_d3",1,"d3","Bu=1",70,0.752688172043011,0.5,0.511698823267489,0.511698823267489,0.255849411633744,1,0.255849411633744,1,0.5,0.5,TRUE,0,1,1,TRUE
"65",65,"1_d4",1,"d4","A=0",1,0.0106382978723404,NA,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,NA,1,0,0,FALSE
"66",66,"1_d4",1,"d4","A=1",7,0.074468085106383,NA,0,-0.151171806449516,0,0,-0.118264785824507,0,0,0,FALSE,1,0,0,TRUE
"67",67,"1_d4",1,"d4","Au=0",52,0.553191489361702,0.5,0.588036787888369,0.588036787888369,0.294018393944185,1,0.294018393944185,1,0.5,0.5,TRUE,1,0,0,TRUE
"68",68,"1_d4",1,"d4","Au=1",4,0.0425531914893617,0.5,0,0,0,0,-0.165646524271099,0,0,0.5,FALSE,1,0,0,TRUE
"69",69,"1_d4",1,"d4","B=0",26,0.276595744680851,NA,0.437313794318068,0.437313794318068,0.354330255116155,1,0.354330255116155,1,1,1,TRUE,1,0,0,TRUE
"70",70,"1_d4",1,"d4","B=1",0,0,NA,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,NA,1,0,0,FALSE
"71",71,"1_d4",1,"d4","Bu=0",4,0.0425531914893617,0,0.108831156285831,0.108831156285831,0.230759841866997,0.5,0.230759841866997,0.5,0.5,0.5,TRUE,1,0,0,TRUE
"72",72,"1_d4",1,"d4","Bu=1",0,0,0,0,-0.0841573296717665,0,0,-0.23713738551483,0.5,0,0.5,FALSE,1,0,0,TRUE
"73",73,"1_d5",1,"d5","A=0",0,0,NA,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,NA,1,0,1,FALSE
"74",74,"1_d5",1,"d5","A=1",10,0.0869565217391304,NA,0.0845720778695838,0.0845720778695838,0.117456799428295,1,0.117456799428295,1,1,1,TRUE,1,0,1,TRUE
"75",75,"1_d5",1,"d5","Au=0",1,0.00869565217391304,0.5,0,0,0,0,-0.294541484143759,0,0,0.5,FALSE,1,0,1,TRUE
"76",76,"1_d5",1,"d5","Au=1",94,0.817391304347826,0.5,0.333207313465797,0.333207313465797,0.166603656732899,1,0.166603656732899,1,0.5,0.5,TRUE,1,0,1,TRUE
"77",77,"1_d5",1,"d5","B=0",7,0.0608695652173913,NA,0,-0.271258207769971,0,0,-0.353787245254007,0,0,0,FALSE,1,0,1,TRUE
"78",78,"1_d5",1,"d5","B=1",0,0,NA,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,NA,1,0,1,FALSE
"79",79,"1_d5",1,"d5","Bu=0",1,0.00869565217391304,0,0,-0.351908497922778,0,0,-0.230316724424994,0.5,0,0.5,FALSE,1,0,1,TRUE
"80",80,"1_d5",1,"d5","Bu=1",2,0.0173913043478261,0,0,0.390278671149443,0,0,0.237221732829767,0.5,0,0.5,FALSE,1,0,1,TRUE
"81",81,"1_d6",1,"d6","A=0",4,0.0373831775700935,NA,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,NA,1,1,0,FALSE
"82",82,"1_d6",1,"d6","A=1",3,0.0280373831775701,NA,0,-0.755661047658232,0,0,-0.596156613710245,0,0,0,FALSE,1,1,0,TRUE
"83",83,"1_d6",1,"d6","Au=0",35,0.327102803738318,0.5,0.521672132844056,0.521672132844056,0.243568729585199,1,0.243568729585199,1,0.5,0.5,TRUE,1,1,0,TRUE
"84",84,"1_d6",1,"d6","Au=1",0,0,0.5,0,0,0,0,-0.169182569247992,0,0,0.5,FALSE,1,1,0,TRUE
"85",85,"1_d6",1,"d6","B=0",0,0,NA,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,NA,1,1,0,FALSE
"86",86,"1_d6",1,"d6","B=1",2,0.0186915887850467,NA,0,-0.0493349050130202,0,0,-0.166351839328679,0,0,0,FALSE,1,1,0,TRUE
"87",87,"1_d6",1,"d6","Bu=0",61,0.570093457943925,0.5,0.0678576073695447,0.0678576073695447,0.0851644375594797,1,0.0851644375594797,1,0.5,0.5,TRUE,1,1,0,TRUE
"88",88,"1_d6",1,"d6","Bu=1",2,0.0186915887850467,0.5,0,0,0,0,-0.138162279207402,0,0,0.5,FALSE,1,1,0,TRUE
"89",89,"1_d7",1,"d7","A=0",0,0,NA,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,NA,1,1,1,FALSE
"90",90,"1_d7",1,"d7","A=1",21,0.207920792079208,NA,0.543939322670907,0.543939322670907,0.596735990809921,1,0.596735990809921,1,1,1,TRUE,1,1,1,TRUE
"91",91,"1_d7",1,"d7","Au=0",0,0,0.167,0,-0.15085573525339,0,0,-0.243479201676557,0.333333333333333,0,0.5,FALSE,1,1,1,TRUE
"92",92,"1_d7",1,"d7","Au=1",25,0.247524752475248,0.167,0.225521054565856,0.225521054565856,0.169140790924392,0.666666666666666,0.169140790924392,0.666666666666666,0.5,0.5,TRUE,1,1,1,TRUE
"93",93,"1_d7",1,"d7","B=0",0,0,NA,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,NA,1,1,1,FALSE
"94",94,"1_d7",1,"d7","B=1",12,0.118811881188119,NA,0.205521836315589,0.205521836315589,0.166903800402619,1,0.166903800402619,1,1,1,TRUE,1,1,1,TRUE
"95",95,"1_d7",1,"d7","Bu=0",0,0,0.167,0,-0.0904809096015486,0,0,-0.0845592143318099,0.333333333333333,0,0.5,FALSE,1,1,1,TRUE
"96",96,"1_d7",1,"d7","Bu=1",43,0.425742574257426,0.167,0.18307891187768,0.18307891187768,0.13730918390826,0.666666666666666,0.13730918390826,0.666666666666666,0.5,0.5,TRUE,1,1,1,TRUE
"97",97,"2_c1",2,"c1","A=0",22,0.293333333333333,NA,0.0620708160700699,0.0620708160700699,0.0620708160700699,1,0.0620708160700699,1,1,1,TRUE,0,0,0,TRUE
"98",98,"2_c1",2,"c1","A=1",0,0,NA,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,NA,0,0,0,FALSE
"99",99,"2_c1",2,"c1","Au=0",4,0.0533333333333333,0,0.117180612428172,0.117180612428172,0.117180612428172,0.9,0.117180612428172,0.9,0.9,0.9,TRUE,0,0,0,TRUE
"100",100,"2_c1",2,"c1","Au=1",1,0.0133333333333333,0,0,-0.0306232665464588,0,0,-0.0306232665464588,0.1,0,0.1,FALSE,0,0,0,TRUE
"101",101,"2_c1",2,"c1","B=0",39,0.52,NA,0.0513575992609372,0.0513575992609372,0.0513575992609372,1,0.0513575992609372,1,1,1,TRUE,0,0,0,TRUE
"102",102,"2_c1",2,"c1","B=1",2,0.0266666666666667,NA,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,NA,0,0,0,FALSE
"103",103,"2_c1",2,"c1","Bu=0",7,0.0933333333333333,0,0.00533962779601245,0.00533962779601245,0.00533962779601245,0.2,0.00533962779601245,0.2,0.2,0.2,TRUE,0,0,0,TRUE
"104",104,"2_c1",2,"c1","Bu=1",0,0,0,0,-0.00581333550922209,0,0,-0.00581333550922209,0.8,0,0.8,FALSE,0,0,0,TRUE
"105",105,"2_c2",2,"c2","A=0",53,0.588888888888889,NA,0.308470998691861,0.308470998691861,0.308470998691861,1,0.308470998691861,1,1,1,TRUE,0,1,0,TRUE
"106",106,"2_c2",2,"c2","A=1",2,0.0222222222222222,NA,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,NA,0,1,0,FALSE
"107",107,"2_c2",2,"c2","Au=0",6,0.0666666666666667,0,0.0619906751147241,0.0619906751147241,0.0619906751147241,0.9,0.0619906751147241,0.9,0.9,0.9,TRUE,0,1,0,TRUE
"108",108,"2_c2",2,"c2","Au=1",0,0,0,0,-0.0169020063713587,0,0,-0.0169020063713587,0.1,0,0.1,FALSE,0,1,0,TRUE
"109",109,"2_c2",2,"c2","B=0",0,0,NA,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,NA,0,1,0,FALSE
"110",110,"2_c2",2,"c2","B=1",5,0.0555555555555556,NA,0,-0.254276945831479,0,0,-0.254276945831479,0,0,0,FALSE,0,1,0,TRUE
"111",111,"2_c2",2,"c2","Bu=0",21,0.233333333333333,0,0.0256100693429096,0.0256100693429096,0.0256100693429096,0.2,0.0256100693429096,0.2,0.2,0.2,TRUE,0,1,0,TRUE
"112",112,"2_c2",2,"c2","Bu=1",3,0.0333333333333333,0,0,-0.0290840377003968,0,0,-0.0290840377003968,0.8,0,0.8,FALSE,0,1,0,TRUE
"113",113,"2_c3",2,"c3","A=0",2,0.0186915887850467,NA,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,NA,1,0,0,FALSE
"114",114,"2_c3",2,"c3","A=1",13,0.121495327102804,NA,0,-0.0259464367865197,0,0,-0.0259464367865197,0,0,0,FALSE,1,0,0,TRUE
"115",115,"2_c3",2,"c3","Au=0",25,0.233644859813084,0,0.276191821861416,0.276191821861416,0.276191821861416,0.9,0.276191821861416,0.9,0.9,0.9,TRUE,1,0,0,TRUE
"116",116,"2_c3",2,"c3","Au=1",1,0.00934579439252336,0,0,-0.07378030420661,0,0,-0.07378030420661,0.1,0,0.1,FALSE,1,0,0,TRUE
"117",117,"2_c3",2,"c3","B=0",57,0.532710280373832,NA,0.121277712216419,0.121277712216419,0.121277712216419,1,0.121277712216419,1,1,1,TRUE,1,0,0,TRUE
"118",118,"2_c3",2,"c3","B=1",2,0.0186915887850467,NA,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,NA,1,0,0,FALSE
"119",119,"2_c3",2,"c3","Bu=0",7,0.0654205607476635,0,0.0124389240005473,0.0124389240005473,0.0124389240005473,0.2,0.0124389240005473,0.2,0.2,0.2,TRUE,1,0,0,TRUE
"120",120,"2_c3",2,"c3","Bu=1",0,0,0,0,-0.0138124199278946,0,0,-0.0138124199278946,0.8,0,0.8,FALSE,1,0,0,TRUE
"121",121,"2_c4",2,"c4","A=0",0,0,NA,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,NA,1,1,0,FALSE
"122",122,"2_c4",2,"c4","A=1",2,0.0204081632653061,NA,0,-0.117613902816143,0,0,-0.141468151321027,0,0,0,FALSE,1,1,0,TRUE
"123",123,"2_c4",2,"c4","Au=0",53,0.540816326530612,0.078,0.165271378311299,0.165271378311299,0.152049668046395,0.978260869565217,0.152049668046395,0.978260869565217,0.9,0.9,TRUE,1,1,0,TRUE
"124",124,"2_c4",2,"c4","Au=1",3,0.0306122448979592,0.078,0,-0.00501805908088672,0,0,-0.052878660990449,0.0217391304347826,0,0.1,FALSE,1,1,0,TRUE
"125",125,"2_c4",2,"c4","B=0",0,0,NA,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,NA,1,1,0,FALSE
"126",126,"2_c4",2,"c4","B=1",2,0.0204081632653061,NA,0,-0.65001646071506,0,0,-0.63131248080683,0,0,0,FALSE,1,1,0,TRUE
"127",127,"2_c4",2,"c4","Bu=0",35,0.357142857142857,0.017,0.0674627143264066,0.0674627143264066,0.0620656971802942,0.217391304347826,0.0620656971802942,0.217391304347826,0.2,0.2,TRUE,1,1,0,TRUE
"128",128,"2_c4",2,"c4","Bu=1",3,0.0306122448979592,0.017,0,-0.061330666195699,0,0,-0.0764457275419704,0.782608695652174,0,0.8,FALSE,1,1,0,TRUE
"129",129,"2_c5",2,"c5","A=0",0,0,NA,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,NA,1,1,1,FALSE
"130",130,"2_c5",2,"c5","A=1",3,0.0348837209302326,NA,0.417390986639466,0.417390986639466,0.141836919520081,1,0.141836919520081,1,1,1,TRUE,1,1,1,TRUE
"131",131,"2_c5",2,"c5","Au=0",0,0,0.9,0,0,0,0,-0.152589243774881,0,0,0.9,FALSE,1,1,1,TRUE
"132",132,"2_c5",2,"c5","Au=1",43,0.5,0.9,0.603273493028209,0.603273493028209,0.052882607258925,1,0.052882607258925,1,0.1,0.1,TRUE,1,1,1,TRUE
"133",133,"2_c5",2,"c5","B=0",0,0,NA,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,NA,1,1,1,FALSE
"134",134,"2_c5",2,"c5","B=1",6,0.0697674418604651,NA,0.416974454310046,0.416974454310046,0.632839253502613,1,0.632839253502613,1,1,1,TRUE,1,1,1,TRUE
"135",135,"2_c5",2,"c5","Bu=0",0,0,0.2,0,0,0,0,-0.0621062955528838,0,0,0.2,FALSE,1,1,1,TRUE
"136",136,"2_c5",2,"c5","Bu=1",34,0.395348837209302,0.2,0.249688387957975,0.249688387957975,0.0764375659009693,1,0.0764375659009693,1,0.8,0.8,TRUE,1,1,1,TRUE
"137",137,"2_d1",2,"d1","A=0",20,0.224719101123595,NA,0.0291266024189402,0.0291266024189402,0.0291266024189402,1,0.0291266024189402,1,1,1,TRUE,0,0,0,TRUE
"138",138,"2_d1",2,"d1","A=1",2,0.0224719101123595,NA,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,NA,0,0,0,FALSE
"139",139,"2_d1",2,"d1","Au=0",3,0.0337078651685393,0,0.067947679242266,0.067947679242266,0.067947679242266,0.9,0.067947679242266,0.9,0.9,0.9,TRUE,0,0,0,TRUE
"140",140,"2_d1",2,"d1","Au=1",0,0,0,0,-0.0021084232234408,0,0,-0.0021084232234408,0.1,0,0.1,FALSE,0,0,0,TRUE
"141",141,"2_d1",2,"d1","B=0",52,0.584269662921348,NA,0.833149632814987,0.833149632814987,0.833149632814987,1,0.833149632814987,1,1,1,TRUE,0,0,0,TRUE
"142",142,"2_d1",2,"d1","B=1",2,0.0224719101123595,NA,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,NA,0,0,0,FALSE
"143",143,"2_d1",2,"d1","Bu=0",8,0.0898876404494382,0,0.0762684408019712,0.0762684408019712,0.0762684408019712,0.2,0.0762684408019712,0.2,0.2,0.2,TRUE,0,0,0,TRUE
